author,comment,clean_text,cluster_id,sentimen
@Capibara7834,Bugilin aja biar tinggal pake sempac...tinggal Seret  Ke Sungai,bugilin aja biar tinggal pake sempac tinggal seret sungai,0,positif
@Siomey88,​ @GoalTerus aku itu ngefans bangat ama mbak Eno,goalterus aku ngefans bangat ama mbak eno,0,positif
@ilhamnuansa9382,yang paling bener buang aja semua menteri jokowi,paling bener buang aja semua menteri jokowi,0,positif
@Ainur-k6b,Menteri goblin,menteri goblin,1,negatif
@Siomey88,​ @Ainur-k6b nyemontet nyulpit nyulpit😢,ainur k b nyemontet nyulpit nyulpit,0,positif
@Sarip1208-b2m,Pecat aja itu p Bahlil tidak ada gunanya di Indonesia,pecat aja p bahlil guna indonesia,0,positif
@mustwin5504,Bpk presiden tahu siapa menteri baik siapa menteri jahat...yg rakyat tdk tahu bpk presiden berada di pihak mana,bpk presiden tahu siapa menteri baik siapa menteri jahat yg rakyat tdk tahu bpk presiden ada pihak mana,0,positif
@sandi-wj2oh,Siap saya pun ikut ga bkln lgi pilih golkar klo ada kluargaku yg pilih golkarberani kelahi aku,siap ikut ga bkln lgi pilih golkar klo kluargaku yg pilih golkarberani kelahi aku,0,positif
@MounaRudo-t9l,"Pak Prabowo Kayak nya sulit menurunkan Bahlil , karna mantan istri ada digolkar ..😅
Kita sebagai Rakyat hanya dibodohi orang2 Partai politik 😅",pak prabowo kayak nya sulit turun bahlil karna mantan istri digolkar rakyat bodoh orang partai politik,0,positif
@hansmusik8963,"Bisa di ganti, cm harus ngambil dari Golkar lagi gantinya.",ganti cm ngambil golkar ganti,0,positif
@adeharapan7922,Nepal aja bisa,nepal aja,0,positif
@faridaastuti9830,"Pdhl bnyaak  lbh competent, dr ITB dll. Coba cari yg ex direktur oil & mining corp. Posisi mentri  kan hrs yg benar2 skillfull & expert dan jng malu2 in.",pdhl bnyaak lbh competent dr itb coba cari yg ex direktur oil mining corp posisi tri kan hrs yg benar skillfull expert jng malu in,0,positif
@3gp25,Rumah nya kudu di nepalkan dulu baru di ganti. Presiden dari beberapa bulan lalu dah kasih kode. Tapi masyarakat gak ada yang sadar.,rumah nya kudu nepalkan dulu baru ganti presiden beberapa bulan lalu dah kasih kode masyarakat gak sadar,0,positif
@mas2_original,"Beratt, ini soal politik, 
Musti pelan2 mainya.

Purbaya ini ada untuk coba gempur mereka pelan2",beratt soal politik musti pelan mai purbaya coba gempur pelan,0,positif
@mas2_original,"​ @noworries-g4b bro, ini politik. Ngga semudah itu. Butuh proses",noworries g b bro politik ngga mudah butuh proses,0,positif
@mas2_original,"​ @randommandom604  berat, ini politik. 
Biar pak purbaya yg goyang",randommandom berat politik biar pak purbaya yg goyang,0,positif
@TaufikHidayat-ch4dg,"Kan sudah di gugat warga bahlil cuman ga datang, pengecut",kan gugat warga bahlil cuman ga datang kecut,0,positif
@rfprokawan,Gas.. rakyat siap bersatu membangun kualitas SDM dan ESDM Indonesia,gas rakyat siap satu bangun kualitas sdm esdm indonesia,0,positif
@ramsessimamora2444,"Biar ketum partai kalau nda becus presiden nda perlu kuatir resafel saja,rakyat siap",biar tum partai kalau nda becus presiden nda perlu kuatir resafel rakyat siap,0,positif
@roromera7685,"Menteri Keuangan bguz itu Kilang dibikin jd G import minyak , biasanya Negara Klo slalu Import takutnya keadaan Genting misalnya minyak udh mnipis klo yg Negara Eksport Minyak Ny g mau Jual gymna , klo bikin sndiri Kilang kan enak persediaan Minyak klo misalnya Keadaan Genting, Perang atau gymna jd udh ada Persediaan, Mf ne PeramaL Gumay kata bilang nnti Indonesia bakal Perang sama Australia biasa ny ramalan Gumay bner😮",menteri uang bguz kilang bikin jd g import minyak biasa negara klo slalu import takut ada genting misal minyak udh mnipis klo yg negara eksport minyak ny g mau jual gymna klo bikin sndiri kilang kan enak sedia minyak klo misal ada genting perang gymna jd udh sedia mf ne amal gumay kata bilang nnti indonesia bakal perang sama australia biasa ny ramal gumay bner,0,positif
@Ediwaelah-r6e,Percuma... kuncinya di presiden kalo presiden nya melempem.... wasalam,percuma kunci presiden kalo presiden nya melempem wasalam,0,positif
@inisialW00,​ @Ediwaelah-r6e iya kalo presiden nya abah atau genjer ya pasti mlempem dari kemaren ga ada kasus terbongkar wkwk,ediwaelah r e iya kalo presiden nya abah genjer mlempem kemaren ga kasus bongkar wkwk,0,positif
@haysnairte4," @inisialW00  percuma berandai andai, yg udah jalan dua periode aja jelas fakta",inisialw percuma beranda andai yg udah jalan periode aja jelas fakta,0,positif
@prakasarevo5435,"Bahaya malah purbaya, baru naik langsung mo by one ma kesayangan geng",bahaya malah purbaya baru naik langsung mo by one ma sayang geng,0,positif
@Serang775,​ @roromera7685 jirrrrrrr percaya ma DUKUN😂😂,roromera jirrrrrrr percaya ma dukun,0,positif
@sasongko5769,HIDOP PURAYAaa,hidop purayaaa,0,positif
@roromera7685,​ @Serang775  Bro kata PeramaL Gumay THN 2037 klo g salah Indonesia perang sama Australia,serang bro kata amal gumay thn klo g salah indonesia perang sama australia,0,positif
@juripenilaian3630,PERTAMINA LADANG KORUUUPPPP,pertamina ladang koruuupppp,0,positif
@MantanbociL_epep-h5d,"Kalau ada barisan pengaman pribadi menkeu, saya siap. Kita kawal pak pur dimana pun berada",kalau baris kam pribadi menkeu siap kawal pak pur ada,0,positif
@Pattinson1004,​ @MantanbociL_epep-h5d lgi nganggur bang ya?,mantanbocil epep h d lgi nganggur bang,0,positif
@StayOnHalal,"Maaf ka, itu penulisan nama Tuhan Allah SWT pake huruf besar ya😊",maaf ka tulis nama tuhan allah swt pake huruf besar,0,positif
@tommyaditya5968,"​ @Pattinson1004 😅😅 g gtu bang, takut ny bnyk yg mau menjatuhkan beliao,",pattinson g gtu bang takut ny bnyk yg mau jatuh beliao,0,positif
@SariatieA-mm5fi,Iya..se7.org kaya Bahlil TDK bisa di Percaya...org nya suka kong kalingkong.,iya se org kaya bahlil tdk percaya org nya suka kong kalingkong,0,positif
@wayyoffyouyuo868,Btw harta bahllil nyampe 300 miliar yg ketahuan,btw harta bahllil nyampe miliar yg tahu,0,positif
@HadriannorNor,Pecat si bahlil buat beban kakyat kebijakan nya,pecat si bahlil buat beban kakyat bijak nya,0,positif
@wayyoffyouyuo868,​ @HadriannorNor kenapa waktu kerusuhan dia aman ya padahal jelas harta dia gak wajar dia ( Bahlil) mantan ojol yg jadi relawan projo,hadriannornor waktu rusuh aman padahal jelas harta gak wajar bahlil mantan ojol yg jadi rawan projo,0,positif
@Ylin2018,Lada Hitam Emang Pedas 😅,lada hitam emang pedas,0,positif
@fandiresava,Tinggal nunggu waktu atau giliran 😅,tinggal nunggu waktu gilir,0,positif
@ekaindrayana2656,"Cepat2 lah di ganti manusia bahlil ini,. merugikan se bangsa ini.",cepat lah ganti manusia bahlil rugi se bangsa,0,positif
@maizierbarid,sapa bilang bahlil itu manusia,sapa bilang bahlil manusia,0,positif
@hasansugibit182,Minta dinepalkan tuh goblin,minta dinepalkan tuh goblin,1,negatif
@sardihidayat3712,Grudukk aja mending biar mundur nih orang,grudukk aja mending biar mundur nih orang,0,positif
@AhoAho-m4z8b,​ @hasansugibit182  😂😂 eh bener juga mirip goblin ya kalau dilihat2 😂yang bisa,hasansugibit eh bener mirip goblin kalau lihat,1,negatif
@NurulAminatur,Q lebih percaya Dan lebih cinta nabi solo sih😂,q lebih percaya lebih cinta nabi solo sih,0,positif
@ShalahudinAlAyubiZLA,Awokawok Sebel ya bisnisnya di usik😂😂😂😂,awokawok sebel bisnis usik,0,positif
@diancilok1794,"1 pertanyaan 
Bahlil apa jenis manusia ??",tanya bahlil apa jenis manusia,0,positif
@roromera7685,"Indonesia mah kbnykan Mafia y 😭😭 sedihh Negara bnyk Mafia ... di Thailand pnya Persediaan kilang keren Gede klo Keadaan mendesak , atau Genting udh tenang, Indonesia nunggu import dulu , Pejabat Indonesia ga mikirin keadaan Negara kedepannya",indonesia mah kbnykan mafia y sedihh negara bnyk mafia thailand pnya sedia kilang keren gede klo ada desak genting udh tenang indonesia nunggu import dulu jabat indonesia ga mikirin ada negara depan,0,positif
@kingpinix.124,bahlil mirip kingkong,bahlil mirip kingkong,0,positif
@Caslonbtc,"​ @wayyoffyouyuo868  cuma 300m, yang nggak ketahuan pasti puluhan triliun",wayyoffyouyuo cuma m tahu puluh triliun,0,positif
@yuhdiananto8589,"Banyak yang bilang goblin bang
Bukan manusia",banyak bilang goblin bang bukan manusia,1,negatif
@HmmpssAh-c5n,emng bahlil itu manusia? baru tau saya,emng bahlil manusia baru tau,0,positif
@Nail-u5u,Goblin emang gitu kelakuannya,goblin emang gitu laku,1,negatif
@dodyrainst4871,"Rame"" tegas resuffle bahlil",rame tegas resuffle bahlil,0,positif
@robertttt7605,Goblin tambang BAHLULLL,goblin tambang bahlulll,1,negatif
@muhaiminsobirin,​ @wayyoffyouyuo868 itu tabungan kali,wayyoffyouyuo tabung kali,0,positif
@soundbomber3420,"​ @Ylin2018 macam cabe rawit,,,kecil tpi pedas....",ylin macam cabe rawit kecil tpi pedas,0,positif
@IvanAdelya,Belilin rantai...iket di pohon pisang...aja.,belilin rantai iket pohon pisang aja,0,positif
@erinnberlina4712,"Sebaiknya dipecat saja orang orang pintar sudah tidak ada yang percaya tidak bisa dibodohi masih banyak orang orang pintar yang akan bekerja, harga dirinya derajatnya lebih tinggi tidak mempermalukan dirinya sendiri dan orang tuanya yang mendidik agar pintar",baik pecat orang orang pintar percaya bodoh banyak orang orang pintar kerja harga diri derajat lebih tinggi malu diri sendiri orang tua didik pintar,0,positif
@erinnberlina4712,"​ @wayyoffyouyuo868 harus diusut tuntas seluruh rakyat tau gaji pekerja rakyat perbulannya berapa jika melebihi harus di usut, orang orang pintar tidak mudah dibodohi",wayyoffyouyuo usut tuntas seluruh rakyat tau gaji kerja rakyat bulan berapa lebih usut orang orang pintar mudah bodoh,0,positif
@mrartdeco,muka ky goblin kelakuan ky goblin. Gila juga bisa gitu,muka ky goblin laku ky goblin gila gitu,1,negatif
@hendrichairil667,goblin bang gobblinnn itu bahlil goblin,goblin bang gobblinnn bahlil goblin,1,negatif
@MongkydLuffy-g6o3j,Goblin m memang😂 anj,goblin m memang anj,1,negatif
@marine06,Doktor yg gelarnya dicabut.,doktor yg gelar cabut,0,positif
@rmulyadinata1846,oknum mafia migas kok malah dijadikan menteri ESDM.. Gimana ini pak pres 😂,oknum mafia migas kok malah jadi menteri esdm gimana pak pres,0,positif
@PecintaTobrut-s3t7u,Bikin gemess.,bikin gemess,0,positif
@Sabranglayun,Tapi kok bisa jadi menteri ya?,kok jadi menteri,0,positif
@billyroykep1293,"Heran saya ....
BAHLUL kok di jadiin MENTERI ...
MENTERI ESDM lagi ...
Yang Aneh PRESIDEN nya atau yang MENGUSULKAN nya ....
😂😂😂😂",heran bahlul kok jadiin menteri menteri esdm aneh presiden nya usul nya,0,positif
@iiskuswanto3949,emang itu manusia😂😂,emang manusia,0,positif
@mbahkemo,NDASMU.... DIRUT PERTAMINA SELAMA INI DIKUASAI ALUMNI ITB ... ITB... ITB.....  TAPI GAK ADA GUNANYA !!!   GAK MAU BANGUN KILANG..... OOOOALAAAH ALUMNI ITB.....WUAHAHAHAHAAA,ndasmu dirut pertamina lama asai alumni itb itb itb gak guna gak mau bangun kilang ooooalaaah alumni itb wuahahahahaaa,0,positif
@mbahkemo,PAK ALOYSIUS.... BU NICKE... BU KAREN.... PAK ELIA MANIK... PAK BAIHAKI... ITU SEMUA ITB LHOOO    TAPI GAK BECUUUSSS..... HUAHAHAHAHAAA,pak aloysius bu nicke bu karen pak elia manik pak baihaki semua itb lhooo gak becuuusss huahahahahaaa,0,positif
@pecasndahe0368,Asal ngomong.. Pertamina isinya juga banyak ITB..  Intinya kalo gak impor gak ada cuannya...,asal ngomong pertamina isi banyak itb inti kalo gak impor gak cuannya,0,positif
@fadliramadhan682,"jebolan yg gk ad kampusnya, sama seperti junjungan ny si presiden sbelum nya",jebol yg gk ad kampus sama junjung ny si presiden sbelum nya,0,positif
@fadliramadhan682,"​ @mbahkemo inti nya d era sby pertamina untung, 

dan d era muldongo pertamina merugi dah gitu oplosan pula. 

d era prabowo pertamina ketauan oplosan, smoga pertamina tidak merugi",mbahkemo inti nya d era sby pertamina untung d era muldongo pertamina rugi dah gitu oplos d era prabowo pertamina tau oplos smoga pertamina rugi,0,positif
@jj-tc5if,Bahli mantn supir angkot😂😂😂,bahli mantn supir angkot,0,positif
@YoungMan-fe7qz,Itu Mentri mu ESDM.. kampus' nya ndak jelas 😅😅😅,tri mu esdm kampus nya ndak jelas,0,positif
@ikanghandil, @fadliramadhan682 Bru kluar dr semedi di hutan bro?,fadliramadhan bru kluar dr semedi hutan bro,0,positif
@johanessuryanata1544,"Kan dah S3 dari UI, ceunah",kan dah s ui ceunah,0,positif
@dutaupil,Donggok,donggok,0,positif
@channelbaruku-x3b,Jebolan klo males ya mles aja klo dh di kipas2 dwit 😂😂😂 gtulah,jebol klo males mles aja klo dh kipas dwit gtulah,0,positif
@bintangadhwa7969,"sini dek..maen k sini...di tempat saya ada BUMN Pabrik Baja, petingginya langganan dari ITB...rugi mulu jarang dapet untung katanya....d subsidi negara mulu...itu dari jaman gw kecil sampe gw punya anak 3 masih bgtu aja...skrg ada perusahaan baja korea satu area ama tuh ama BUMN, baru operasi dari 2014 kyknya profitnya bagus2 aja(blom pernah denger ada PHK masal), sbagus2nya Kampus.. sepintar2nya akademik orang, klo masuk Plat merah jadi goblokk..klo gak ikutan goblok minimal jadi introvert lha di kantornya, sok dah cek ke lapangan klo gak percaya🤣🤣",sini dek maen k sini tempat bumn pabrik baja petinggi langgan itb rugi mulu jarang dapet untung kata d subsidi negara mulu jaman gw kecil sampe gw punya anak bgtu aja skrg usaha baja korea satu area ama tuh ama bumn baru operasi kyknya profit bagus aja blom pernah denger phk masal sbagus nya kampus pintar nya akademik orang klo masuk plat merah jadi goblokk klo gak ikut goblok minimal jadi introvert lha kantor sok dah cek lapang klo gak percaya,0,positif
@xxatya,Endonesa pinter dikit bakar kilang. Lulusan ptn pinter nilep,endonesa pinter dikit bakar kilang lulus ptn pinter nilep,0,positif
@xxatya,"​ @jj-tc5if mustahil, gak keliatan kalu duduk di kursi pengemudi",jj tc if mustahil gak liat kalu duduk kursi kemudi,0,positif
@NavnavHasna,"​ @jj-tc5if prajogo pangestu juga mantan supir angkot bang, wkwkwk",jj tc if prajogo pangestu mantan supir angkot bang wkwkwk,0,positif
@linduwow5595,Apa urusannya dengan Alumni,apa urus alumni,0,positif
@faridaastuti9830,😅,,0,positif
@fadliramadhan682,"klo ada apa"" sama pak menkeu, rakyat harus kompak.

 jgn terpengaruh sama org"" sana yg ingin menjatuhkan.",klo apa sama pak menkeu rakyat kompak jgn pengaruh sama org sana yg jatuh,0,positif
@wiraridwan9819,Real gelap ini mah si hama ireng😂,real gelap mah si hama ireng,0,positif
@firman_mustaqim,Bahlil kan memang gelap😅,bahlil kan memang gelap,0,positif
@kurniawan_awn,​ @firman_mustaqim  gelap semuanya tu bahlil,firman mustaqim gelap semua tu bahlil,0,positif
@Aaaa1-71,ya karena dpr pun ga suka pak purbaya berarti orang jujur banyak yg ingin menjatuhkan,dpr ga suka pak purbaya arti orang jujur banyak yg jatuh,0,positif
@coffeelover5827,"Jangan kasih kendor sri mul, dia udah mencekik puluhan tahun. Pajakin lagi rumah nya",jangan kasih kendor sri mul udah cekik puluh tahun pajakin rumah nya,0,positif
@asalngevlog-f4w,Semua ada masanya..jngn langsung dibandingkan kerja 10 tahun dengan kerja yg masih 10 hari.,semua masa jngn langsung banding kerja tahun kerja yg hari,0,positif
@Itsmeeyouyun,GELLLLAAPPPP😂 SEKKKKKKALLLLLLLIIIIIII😅,gellllaapppp sekkkkkkallllllliiiiiii,0,positif
@yanzdayenz,Awal awal kalian demo 😂,awal awal kalian demo,0,positif
@IrsanEdukasi,G rugi bayar pajak kalau dipakenya bener 🎉🎉🎉,g rugi bayar pajak kalau dipakenya bener,0,positif
@AgungNgurahWiguna,"Kalau menteri kalah, cair cair.. cair😂",kalau menteri kalah cair cair cair,0,positif
@kukrikaratan,Dana kilang udah kita bagi-bagi belikan tas kresek😂😂❤❤,dana kilang udah belikan tas kresek,0,positif
@WiraAdiarsa,Sengaja TDK dibangun agar import tetap jalan itu agar komisi dari import banyak,sengaja tdk bangun import tetap jalan komisi import banyak,0,positif
@secondnightfrombehind,Kue dah dibagi😂 dah jadi teek😂😂😂,kue dah bagi dah jadi teek,0,positif
@Threehimovic,gasss💣,gasss,0,positif
@Pattinson1004,"Baiklah, nanti sore akan kmi tangkap🙇🏻🙇🏻🙇🏻",baik sore kmi tangkap,0,positif
@ryanbidam9329,Betul!!!,betul,0,positif
@deniardiansyah8142,"Ok, bahlil di nepalkan",bahlil nepalkan,0,positif
@Serang775,NANTI SORE SAYA AKAN KE RUMAH BAHLIL Y ADIK2.SAYA KAN TANGKAP BAHLIL,sore rumah bahlil y adik kan tangkap bahlil,0,positif
@faiqulmuawin9991,​ @deniardiansyah8142 si goblin hrus di Nepal kan,deniardiansyah si goblin hrus nepal kan,1,negatif
@cordobaivank7623,Suruh pemadam aja yg tangkap 😂,suruh madam aja yg tangkap,0,positif
@hansmusik8963,"Jangan sekarang blm balik modal, 
KPK Ngumpulin BB nya jg masih nanggung.",jangan sekarang blm balik modal kpk ngumpulin bb nya jg nanggung,0,positif
@JohnBone-sy1nn,Gila memang,gila memang,0,positif
@Oppoku-br3sc,Di indonesia ini pejabat nya banyak yg maling,indonesia jabat nya banyak yg maling,0,positif
@antonriswanto7774,Betul...Ukraina saja secara logika mungkin keuangan negara nya sedang tdk baik baik saja karena terus terusan perang. Tapi mereka mampu membangun kembali kilang minyak mereka. Masa Indonesia tak mampu.,betul ukraina logika mungkin uang negara nya sedang tdk baik baik terus terus perang mampu bangun kilang minyak masa indonesia tak mampu,0,positif
@SumangsaUmang-s6k,Aidit Pertamina,aidit pertamina,0,positif
@SumangsaUmang-s6k,"Emangnya Pertamina punya keluarga lu apa, ayo pak Mentri Keuangan, kalau macam macam dipecatin ajalah",emang pertamina punya keluarga lu apa ayo pak tri uang kalau macam macam dipecatin aja,0,positif
@PaengCerdas,Mentri baru pk prabowo. yang di sodorkan megawati  Purbaya emg cerdas bicaranya. Tpi belum kelihatan hasil nyata nya,tri baru pk prabowo sodor megawati purbaya emg cerdas bicara tpi lihat hasil nyata nya,0,positif
@Rms0708,Wakakakakak.. Mr.omon omon mana berani sama goblin.. Kasus gas dll.. Diem aja😂😂😂😂,wakakakakak mr omon omon mana berani sama goblin kasus gas diem aja,0,positif
@apikeadilan,Kita dukung kebijakan kemenkeu yakin 👍 ada pejabat main main rakyat siap mengadili,dukung bijak kemenkeu yakin jabat main main rakyat siap adil,0,positif
@Leeam.092,​@SumangsaUmang-s6kkok aidit? 😅,sumangsaumang s kkok aidit,0,positif
@zainalabidin4961,"Bukannya Bahlil Mentri kepercayaan Prabowo 😂😂..
Soalnya masih di pertahankan dari zaman Jokowi sampe akrng..
Apa karena ini Mentri jago ngasilin duit",bukan bahlil tri percaya prabowo soal tahan zaman jokowi sampe akrng apa tri jago ngasilin duit,0,positif
@BadruzamanIbad,Mentri yg kompten vs mentri ketum partai presiden tinggal.pilih..,tri yg kompten vs tri tum partai presiden tinggal pilih,0,positif
@mbahkemo, @Rms0708  SElama ini DIRUT PERTAMINA NGAPAIN AJA ???? Bu Nicke.. Bu Karen... pak Cip... komisaris utama Ahok.....   NGAPAIN AJA ?????????,rms lama dirut pertamina ngapain aja bu nicke bu karen pak cip komisaris utama ahok ngapain aja,0,positif
@robertttt7605,Betul kebijakan keuangan anggaran masuk dan keluar di pegang oleh kemenkue jadi tidak ada yg berani dengan pak purbaya semua gerakan udah di pegang sama kemenkue,betul bijak uang anggar masuk keluar pegang kemenkue jadi yg berani pak purbaya semua gera udah pegang sama kemenkue,0,positif
@ulum9150,​@SumangsaUmang-s6kaudit kali ah😅😅😅,sumangsaumang s kaudit kali ah,0,positif
@Dumbanddubbing,​ @mbahkemo benci make otak. Fungsi Ahok mengawasi. Di panggil KPK pun dia sudah berikan apa saja yg dia tau.,mbahkemo benci make otak fungsi ahok awas panggil kpk ikan apa yg tau,0,positif
@totokistriarto3878,Kenapa menkeu sekarang lebih greget drpd yg kemarin ya wkk,menkeu sekarang lebih greget drpd yg kemarin wkk,0,positif
@BayuPawitraTaslam,"Lah justru bahlil mentri kesayangan prabowo, lolos resufle berkali-kali 🤭",lah justru bahlil tri sayang prabowo lolos resufle kali kali,0,positif
@Pattinson1004,Pertamina PKI?​@SumangsaUmang-s6k,pertamina pki sumangsaumang s k,0,positif
@ompung2023,​ @zainalabidin4961 Bahlil menteri prabowo laporannya ke mulyono. 😂😂😂,zainalabidin bahlil menteri prabowo lapor mulyono,0,positif
@avengersbc13production67,"​ @PaengCerdas uda ada 1 hasil nyatanya, Free Pajak untuk Gaji di Bawah 5jt kah kalau gak salah.. Lupa saya 😂",paengcerdas uda hasil nyata free pajak gaji bawah jt kalau gak salah lupa,0,positif
@sadewaponsel-pr2uf,Sikat😊😊😊,sikat,0,positif
@masqiron,Dari sini sudah kliatan siapa yang bermain,sini kliatan siapa main,0,positif
@zainalabidin4961,"​ @ompung2023 yang anehnya sudah tau rekam jejaknya amburadul buat kebijakan cabut pasang.. dan menyengsarakan rakyat..
Masih juga di pertahankan Prabowo..
Inilah ketegasan dan keberanian Prabowo diuji, berani ngga, mencopot mentri tak berguna walaupun dia pimpinan partai",ompung aneh tau rekam jejak amburadul buat bijak cabut pasang sengsara rakyat tahan prabowo ini tegas berani prabowo uji berani ngga copot tri tak guna walaupun pimpin partai,0,positif
@alvionitalee1307,org pinterr  baik jujur  kalo masuk  kandang  istana  error  jg,org pinterr baik jujur kalo masuk kandang istana error jg,0,positif
@dowayigu1277,"ga kekurangan orabg pinte
cuma
kebanyakan orang BANGSD",ga kurang orabg pinte cuma banyak orang bangsd,0,positif
@lucasgavinsuwandhi1342,Tapi kalo bahlul sih kekurangan kepintaran dan hati nurani 😂,kalo bahlul sih kurang pintar hati nurani,0,positif
@kukrikaratan,"Istana mana dulu dan istana kapan?​😂😂😂 @alvionitalee1307 
Bukan istana sekarang❤",istana mana dulu istana kapan alvionitalee bukan istana sekarang,0,positif
@kukrikaratan,​ @dowayigu1277 😂😂😂setuju. Mereka sdh menjadi bang Sadly,dowayigu tuju sdh jadi bang sadly,0,positif
@julianasitorus6589,"Bangun kilang tidak bisa, lebih mahalkah dibandingkan membangun IKN???",bangun kilang lebih mahal banding bangun ikn,0,positif
@suryazen4388,orang pinter di pemerintahan jarang asal lu tau aja,orang pinter perintah jarang asal lu tau aja,0,positif
@kukrikaratan,"Be​ @suryazen4388 beneran bro? Aslinya mereka juga bukan  orang pintar nihh😂😂😂😂
Ternyata oh ternyata... 
Pantesan..... 
Aku kira mereka canggih",be suryazen beneran bro asli bukan orang pintar nihh nyata nyata pantesan aku kira canggih,0,positif
@tapeUliku,"Itulah Bahlil jebolan Golkar partai korup dari jaman orba
Over capacity itu artinya tidak impor lagi dan harga nya pasti turun
Masyarakat Indonesia sudah pintar bung!!! Gak usah buat statement yg menunjukkan kebodohan",bahlil jebol golkar partai korup jaman orba over capacity arti impor harga nya turun masyarakat indonesia pintar bung gak usah buat statement yg tunjuk bodoh,0,positif
@veradiana5160,Setujuuuuuu  jangan percaya sama Bahlul ya😅,setujuuuuuu jangan percaya sama bahlul,0,positif
@smilingdrummer245,Pak Purbaya PhD dari rruuaaar negeri... Om Bahlil gagal jadi doktor di UI 😅😅 Jadi siapa yang layak dipercaya? Yang percaya Pak Purbaya kasih jempol,pak purbaya phd rruuaaar negeri om bahlil gagal jadi doktor ui jadi siapa layak percaya percaya pak purbaya kasih jempol,0,positif
@bowosumono8051,Semoga ini bukan hanya gebrakan awal saja tapi benar benar tulus memperbaiki kondisi bangsa dan negara  berat memang melawan orang orang di sekitarnya tapi ini adalah pekerjaan mulia bagi pak Purbaya  rakyat akan mendukungmu,moga bukan gebrak awal benar benar tulus baik kondisi bangsa negara berat memang lawan orang orang sekitar kerja mulia pak purbaya rakyat dukung,0,positif
@ziaalzikri123,"Hipotesis sementara ""yang menghalangi kebijakan pak Purbaya di sinyalir adalah kaki tangan mafia di Indonesia""🧐🧐",hipotesis halang bijak pak purbaya sinyalir kaki tangan mafia indonesia,0,positif
@saputra.0921,"Maungkin dananya sudah turun tapi kilangnya gak d bangun2 lebih baik d bagi2 dananya,usut terus pak purbaya orang2 yang bermain d proyek n karna banyak malingnya.",maungkin dana turun kilang gak d bangun lebih baik d dana usut terus pak purbaya orang main d proyek n karna banyak maling,0,positif
@nanabasuki6288,"Berati selama ini banyak mafia dan koruptor, pemakan hak rakyat, penghianat rakyat, anda ga pernah bahagia, mengambil hak rakyat.
Terimakasih pak Purbaya, lanjutkan",berat lama banyak mafia koruptor makan hak rakyat penghianat rakyat ga pernah bahagia ambil hak rakyat terimakasih pak purbaya lanjut,0,positif
@rajendraalarkan2934,Semoga pak purbaya selalu dalam lindunganNya Amin!!!,moga pak purbaya selalu lindung amin,0,positif
@Rivan_Uchiha,JAWA SUMATERA KALIMANTAN PAPUA SULAWESI & SELURUH PULAU INDONESIA MENDUKUNG PAK PURBAYA 🫡🫡🫡,jawa sumatera kalimantan papua sulawesi seluruh pulau indonesia dukung pak purbaya,0,positif
@Lovepalestina99,"Siapapun pejabat,aparat yang bekerja setulus hati kpd bangsa dan negara akan selalu di doakan rakyat,walau di musuhi dan di tentang insyaallah akan menang!!!!",siapa jabat aparat kerja tulus hati kpd bangsa negara selalu doa rakyat musuh insyaallah menang,0,positif
@ammargacor9395,"Ratakan, kasih tiada ampun pak  Purbaya salam dukungan dari Kalimantan Timur Balikpapan",rata kasih tiada ampun pak purbaya salam dukung kalimantan timur balikpapan,0,positif
@SlamedhadisantosoSantoso,Banyak OMONG BAHLIL.perlu di periksa sama KPK,banyak omong bahlil perlu periksa sama kpk,0,positif
@sholahhuddin9083,Mari saudaraku! Kita jaga dan kawal terus pak Purbaya.,saudara jaga kawal terus pak purbaya,0,positif
@Melayu_08Rakyat,"Karena klu impor itu bajingan bajingan termasuk dpt dapat fee!! 
Makanya impor terus!!",klu impor bajing bajing masuk dpt fee makanya impor terus,0,positif
@clearresonances,"🔥🔥🇮🇩 FOKUS KITA: 1.DEKRIT PRESIDEN PEMBEKUAN DPR,DPRD DAN ATAU
2. HUKUM MATI KORUPTOR
3. RUU/KEPRES PERAMPASAN ASET. 
4.TURUNKAN GAJI DPR & DPRD 2 KALI UMR SAJA,HAPUS SEMUA TUNJANGAN DAN DANA PENSIUN DPR/DPRD
5.  TRANSPARANSI ANGGARAN DLL. DI POLRI, BUMN,LEGISLATIF,EKSEKUTIF,YUDIKATIF,DLL.
6.STOP PENGGUNAAN GAS AIR MATA.MELANGGAR HAM. 
DOA RAKYAT RAJA NUSANTARA TERUS MAJU.MERDEKA ATAU MATI🇮🇩🔥🔥🔥",fokus dekrit presiden beku dpr dprd hukum mati koruptor ruu pres ampas aset turun gaji dpr dprd kali umr hapus semua tunjang dana pensiun dpr dprd transparansi anggar polri bumn legislatif eksekutif yudikatif stop guna gas air mata langgar ham doa rakyat raja nusantara terus maju merdeka mati,0,positif
@Hujan_123,semangat mentri keuangan usut semua kejahatan2 mafia penjahat pencuri uang negara,semangat tri uang usut semua jahat mafia jahat curi uang negara,0,positif
@MyHero-dj1om,"Dengar lagi tuh kan ada investor yg mau bantu , jangan mau bawah ke arah seakan-akan susah untuk bangun kilang,udah tau permainan, SEMNGAT PAK MENKEU",dengar tuh kan investor yg mau bantu jangan mau bawah arah akan susah bangun kilang udah tau main semngat pak menkeu,0,positif
