comment,model_label_initial,model_confidence_initial,llm_label,model_label_final,model_confidence_final
Dan kami lebih percaya pak purba dari pada pak bahlil 😅,positif,0.5317336719455138,netral,positif,0.5666822778787511
"inilah tujuanya negeri ini merdeka... yg katanya pahlawan2 ,,,, inilaah tujuanyaa sebenarnyaaa...😂",negatif,0.3798561845243933,netral,negatif,0.3828445227932939
"Pegawai bumn gk ada yg becus kerja,harusnya di pecat mereka.perusahaan rugi pegawai hidup nya mewah apa lagi dirut,gk bisa kerja rugi mulu",positif,0.4225517718612612,netral,positif,0.4116243577659622
Dia kira semua rakyat bisa di bohongi,positif,0.45676992487078283,netral,positif,0.4298074315828784
​ @mikeconroe3328 Pak Purbaya belum terbukti baru menjabat bisa bgus bisa jg tidak tp klo yg satu sudah terbukti apa ???? 😅,positif,0.5538000885018804,negatif,positif,0.5639893078463091
"Mentri kita si mungil dr timur itu emang lucu2nya, dan yang LBH mgherankan kok bisa JD mntri?... Punya wibawa aj enggak, 300jt jiwa. Msh bnyak org pintar",positif,0.46760911388823834,negatif,positif,0.4584273782908306
PERTAMINA MALING,netral,0.3518518518518519,netral,netral,0.3492647058823529
Wajah tuyul mafia pertamina,negatif,0.35998411954887255,netral,positif,0.36060543282756047
"Jangan mau dibodohi sama goblin ini, yg dimaksud over capasity adalah apabila suatu benda melebihi batas maksimal yang seharusnya.
.
Berarti kan minyak kita banyak bahkan tumpah2 kalo over capasity, tapi kenyataannya kita itu selalu impor dari luar seakan kurang terus kebutuhan dalam negeri. Kan aneh?
.
Kemudian kalo emang over capasity kilang, ya bikin kilang baru supaya gak over, kelihatan banget malesnya. Gimana rakyat mau dapat lapangan pekerjaan kalo gamau bikin kilang tapi maunya impor terus?",positif,0.4028186240485867,negatif,positif,0.42477120307711635
emang dia orang over pintarnya sampe ga bs di logika😂,netral,0.3443518271538369,netral,positif,0.3388429702650699
​ @ahmadnasir7286 betul pak.solar dilampung barat 12rb eceran,positif,0.5160703083643299,netral,positif,0.5048347224226256
Orang paling bodoh pun harusnya punya logika seperti ini ya,negatif,0.39949352983781333,netral,negatif,0.39460623457158417
"sebenarnya bikin kilang juga rugi,impor juga rugi,eranya sdh berubah,cina morning menyebut 60℅ spbu di Tiongkok tutup,menurutku yg tepat pecat bahlil 😊😊😊😊😊",netral,0.48871287930062973,netral,netral,0.4729658797426179
"Lahh bener, knp si Bahlil Mash impor? Jangan bodohin rakyat lahh, kami udah kenyang d kibulin, gak mau lagi tertipu omongan gak masuk akal😂",netral,0.3496995642437969,negatif,positif,0.36513581836334874
"Over capacity maksudnya kilang yg ada sudah produski diatas kapasitasnya, tetapi masih dibawah/lebih kecil dari kebutuhan/konsumsi dalam negeri.

Tetapi SALAH BESARNYA adalah sudah begitu tdk mau juga aktifkan kilang yg nganggur atau membangun kilang baru.
Memang PARAAAAAHHHH!!!!😢😢😢😢",positif,0.39088895750812974,netral,positif,0.3854084749551821
Kalw gak impor .GK ada uang masukkk ke kantong..pribadi,netral,0.37581757584799186,negatif,netral,0.3810053785848217
😊 tambang BBM SERAHIN ke MALAYSIA SAJA .. NEGARA UNTUNG .. RAKYAT UNTUNG  BBM MURAH .. NO OPLOS,positif,0.35195559661785825,netral,positif,0.37782657012702137
Muka nya serem,netral,0.3518518518518519,netral,netral,0.3492647058823529
​ @roromera7685 rakyatnya juga sailing menghambat.. Jalan Raya juga Ada pemiliknya.. 😂,positif,0.37914707761950395,netral,negatif,0.36666752992036633
​ @Masaddurenkepel mentri itu selali kontrak politik,positif,0.382098035576103,netral,positif,0.40610030608074393
Singapura negara kecil aj bisa  bangun kilang,negatif,0.3749166596476782,netral,positif,0.3647360600683056
Mentri merangkap mafia😂,positif,0.45591957109526626,netral,positif,0.45206379852385825
Impor karena over capacity ? Kenapa ndak bangun kilang baru utk hindari impor kata pak purbaya. Pertanyaan yang masuk akal sekali,positif,0.4896287281623027,netral,positif,0.5358044049265245
Meski buat kilang baru utk menutupi kebutuhan.bbm tapi harus diingat import crude oil/minyak mentah harus tetap import bung krn produksi minyak mentah hanya 500ribu barel/hari,netral,0.35236349763979685,netral,positif,0.35785034769162655
Rakyat Indonesia siap perang membela jaga keselamatan pak Purbaya.,positif,0.6460887955462126,netral,positif,0.6605064184709987
Kelahiran Bogor di tanah PASUNDAN. pasti buat orang kepanasan dan pada panik. Maju Mentri Purbaya,netral,0.3984246054139046,netral,positif,0.42542549631715115
Syaa Warga Banten siap turun gunung membela pak Purbaya.,positif,0.5833565179753515,netral,positif,0.5697181614699591
Keren pak Purbaya berani,positif,0.7034478869469458,positif,positif,0.7131555041070697
Dulu pun kamu bilang yang sama buat Jokowi Sri Mulyani Nadiem 😂😂😂😂😂😂😂😂😂😂😂😂,negatif,0.3760516390966036,netral,negatif,0.3760037447367349
"Mumpung lagi rame 
Mereka korupsi juga takdir loh 😂",netral,0.35038409220157946,netral,negatif,0.37181552707023513
"ayo pak purbaya anda itu pro rakyat,bongkar esdm yg petinggi nya cekek wong cilik kayak bahlil😢",positif,0.5530599075762074,netral,positif,0.6082509202143139
Sri Mul harusnya turun dari dulu,netral,0.39210806042776125,netral,netral,0.3970319891705361
"Kalimantan Barat hadir. 
Dan saya tetap bersama pak Purbaya.",positif,0.5754092689075401,netral,positif,0.573975765605131
mantap,positif,0.5148476120081613,positif,positif,0.5318564848396767
Pengkhianat,netral,0.3518518518518519,netral,netral,0.3492647058823529
Betul bang. rakyat siap mengawal pa purbaya. demi kemakmuran rakyat lanjutkan pa purbaya,positif,0.5843684605323142,netral,positif,0.5558180798194677
gas terus pak pur,positif,0.5841143541466255,netral,positif,0.6714039296402486
Betul bro,positif,0.5539344747819112,netral,positif,0.5391368304825678
seganlah bro sama singapura haha,positif,0.37626708604047343,netral,positif,0.3622535102208479
Penghianat bangsa harus dihukum,netral,0.362611497246774,netral,negatif,0.37141086252645855
Mantap bg,positif,0.49976560890091903,positif,positif,0.4968877096557421
Orang mau bangun kilang baru gimana wong tidak murah uangnya di korup makanya gx cukup mending import tapi jual mahal😂😂😂,negatif,0.3690067456744875,negatif,positif,0.3797938854368691
pertamina nih sudah terkenal dengan mafia dan korupnya,positif,0.42230263469144347,netral,positif,0.4387328184034916
Harus ada yg berani Bersih2 BUMN yg satu ini..,negatif,0.35863809545769937,netral,negatif,0.36766450139717205
"​ @AvrahamBenYitzhak-s4v negara gede, kok takut sama upil 😂",positif,0.36276670047582077,netral,positif,0.3490048045796202
Anda suka benar...❤,positif,0.4737903744644229,positif,positif,0.453032386819324
"mereka impor pejabatnya dapat fee.
begitu liciknya singapura.
negara sekecil itu bisa kaya karena indonesia.
maklum indonesia penyumbang terbesar turis bagi singapura, sebagian besar kapal indonesia transit di singapura, barang2 mentah indonesia seperti CPO, karet, migas dsb diekspor ke singapura kemudian diolah di singapura, singapura juga negara penyimpan aset2 orang2 kaya di indonesia, singapura jadi negara asing investor terbesar proyek2 di indonesia selain china, singapura jagi tempat transit utama penerbangan indonesia.
kok bisa negara sebesar ini dipecundangi sama singapura.",positif,0.4196850082885953,netral,positif,0.43100897738135613
Benrrrr mafia import,negatif,0.3664251487856748,netral,negatif,0.34808907857644633
Betul sekali,positif,0.5539344747819112,netral,positif,0.5391368304825678
Dipecat saja pekerja rakyat yang selama ini bekerja merugikan rakyat masih banyak orang orang pintar yang akan bekerja,negatif,0.39900461068541115,netral,negatif,0.4093779079618699
​ @pesmobile-lh5fs hukum rakyat lebih adil seadil-adilnya,positif,0.4012497153052099,netral,positif,0.41214220950152247
Mafia kaya raya di singapore..mrk calo broker..,positif,0.35422089695303394,netral,negatif,0.35888670011565565
"Betul..
Ngk bisa nyolong...",positif,0.5882943547596906,netral,positif,0.5906859839327244
pecat Purbaya,positif,0.6796867989624592,netral,positif,0.7169811652786328
Ayook kita serbu lagi rumah mafia minyak🎉🎉,negatif,0.35220578298203326,netral,positif,0.35848697106258237
Tiap tahun ada aja kilang yang diledakin sama mafia ini,negatif,0.4055220523681804,netral,negatif,0.39006273714271433
cocok,positif,0.4226991687813476,netral,positif,0.41631345988129986
Gampang kok siapa yang calo impor yang sedang buron sekarang..cuan bagi-bagi  kepejanat,negatif,0.3917421723926541,netral,negatif,0.40015010354239045
Nanti v impornya hilang bro😂,positif,0.3626189370465658,netral,positif,0.35218799797235867
"Banyak malingnya.
Terutama yang hobi menyakiti rakyat",negatif,0.37756064544594226,netral,negatif,0.3925350684078531
"di negara lain suddh mulai tutup spbu , di cina 60℅ spbu sdh tutp,eranya sdh berubah ,menurutku bangun kilang juga rugi,import juga rugi 😊😊😊😊😊",netral,0.439010944581871,netral,netral,0.4209723181751372
"mereka tidak rugi apapun, tapi mereka tidak bisa ambil untung",negatif,0.35810366377858616,negatif,negatif,0.38656829865373465
​ @AvrahamBenYitzhak-s4v ngak heran Singapura maju pembangunannya ternyata yang buat bangun uang dari Indonesia 🤫,positif,0.3811324395397645,negatif,positif,0.4265195586264909
Bener bro kl impor kan bisa korup wkwkekkkk,positif,0.3599462097113507,netral,netral,0.3621365877587848
Mana bisa..Uda diatur tipu tipu duluan suap suap itu la tabiat tabiat didikan,positif,0.34800251101978064,netral,positif,0.3420765913390281
Ganti pak archandra,positif,0.47414659327048125,netral,positif,0.4853113323434391
"Terlalu lama 2029, tinggal komitmen aja demo nepalkan golkar",netral,0.36880978138599874,netral,negatif,0.4072523694410498
Ibarat anda minta ketua partai demokrat amirika ganti jabatan,positif,0.3452819563616065,netral,negatif,0.34839669632719855
"​ @pekerjasangatkeras  bagus juga. Tapi ya terserah pak prabowo, dia lebih tau yg potensial naik.",positif,0.47250506896470573,positif,positif,0.4782503723850484
Ga bisa diganti sepertinya. Mungkin ada alasan khusus.,negatif,0.3460244878829206,netral,positif,0.3768947427528219
Nepalkan,netral,0.3518518518518519,netral,netral,0.3492647058823529
"Mana berani prabs ganti Bahlil, dia ketum Golkar 😂. Gonjang ganjing kabinet Prabowo kalau ketum Golkar di resuffle",netral,0.33974658798128654,netral,negatif,0.36072786106733423
"d perusak hutan ,mngijikan tambang d rajaemat Papua ....knp kok d izinkan tambang d situ ,limbah pasti MNGHNCURKAN biota laut",netral,0.35244798241757774,netral,netral,0.353550269599588
demo lagi lah!!!,negatif,0.4274558902795333,netral,negatif,0.41775288479780803
Kelamaan cok nunggu 2029. Mending geruduk partainya aja biar bahlil di copot jdi ketua. Kalau semua rakyat kompak untuk turun maka parpol juga auto ga bisa seenaknya lagi. Dan jangan lupa untuk jaga menkeu kalau butuh mah kita nongkrong di kemenkeu untuk jaga purbaya karena ini orang independen bukan dri parpol maka pastinya akan ada ancaman di bunuh karena sudah banyak mengusik elit global.,positif,0.44348754717704253,netral,positif,0.4986273549602166
Bugilin aja biar tinggal pake sempac...tinggal Seret  Ke Sungai,negatif,0.3647974561455909,netral,positif,0.3611249651738693
​ @GoalTerus aku itu ngefans bangat ama mbak Eno,positif,0.3675398586707768,netral,netral,0.3570465955323427
yang paling bener buang aja semua menteri jokowi,negatif,0.41597096091548025,netral,negatif,0.4104856506724626
Menteri goblin,netral,0.3734845817168121,netral,positif,0.3429784800542409
​ @Ainur-k6b nyemontet nyulpit nyulpit😢,netral,0.3518518518518519,netral,netral,0.3492647058823529
Pecat aja itu p Bahlil tidak ada gunanya di Indonesia,positif,0.424728479769966,negatif,positif,0.4116976399880314
Bpk presiden tahu siapa menteri baik siapa menteri jahat...yg rakyat tdk tahu bpk presiden berada di pihak mana,negatif,0.3678920589241896,netral,negatif,0.38203535417718065
Siap saya pun ikut ga bkln lgi pilih golkar klo ada kluargaku yg pilih golkarberani kelahi aku,positif,0.4091496244820469,negatif,positif,0.3917844000491526
"Pak Prabowo Kayak nya sulit menurunkan Bahlil , karna mantan istri ada digolkar ..😅
Kita sebagai Rakyat hanya dibodohi orang2 Partai politik 😅",positif,0.46119741513582657,netral,positif,0.47128422993406016
"Bisa di ganti, cm harus ngambil dari Golkar lagi gantinya.",positif,0.34031577065097746,netral,negatif,0.3547409192205488
Nepal aja bisa,positif,0.4289435527688418,netral,positif,0.4236899450382803
"Pdhl bnyaak  lbh competent, dr ITB dll. Coba cari yg ex direktur oil & mining corp. Posisi mentri  kan hrs yg benar2 skillfull & expert dan jng malu2 in.",positif,0.4219075932467642,netral,positif,0.4335773927047497
Rumah nya kudu di nepalkan dulu baru di ganti. Presiden dari beberapa bulan lalu dah kasih kode. Tapi masyarakat gak ada yang sadar.,positif,0.3501134256707002,negatif,netral,0.3478890212083795
"Beratt, ini soal politik, 
Musti pelan2 mainya.

Purbaya ini ada untuk coba gempur mereka pelan2",negatif,0.3493554304825972,netral,positif,0.3971690801336621
"​ @noworries-g4b bro, ini politik. Ngga semudah itu. Butuh proses",negatif,0.3535327848356939,netral,negatif,0.34102470214448255
"​ @randommandom604  berat, ini politik. 
Biar pak purbaya yg goyang",positif,0.49409733692306623,netral,positif,0.5742789015037704
"Kan sudah di gugat warga bahlil cuman ga datang, pengecut",netral,0.3595816033505935,netral,netral,0.3788345067049652
Gas.. rakyat siap bersatu membangun kualitas SDM dan ESDM Indonesia,positif,0.4842495992945231,netral,positif,0.45851051327934395
"Biar ketum partai kalau nda becus presiden nda perlu kuatir resafel saja,rakyat siap",negatif,0.3573556305106614,netral,negatif,0.37922959867564265
"Menteri Keuangan bguz itu Kilang dibikin jd G import minyak , biasanya Negara Klo slalu Import takutnya keadaan Genting misalnya minyak udh mnipis klo yg Negara Eksport Minyak Ny g mau Jual gymna , klo bikin sndiri Kilang kan enak persediaan Minyak klo misalnya Keadaan Genting, Perang atau gymna jd udh ada Persediaan, Mf ne PeramaL Gumay kata bilang nnti Indonesia bakal Perang sama Australia biasa ny ramalan Gumay bner😮",netral,0.3461193973281286,netral,positif,0.3553347461124565
Percuma... kuncinya di presiden kalo presiden nya melempem.... wasalam,netral,0.3734423546769012,netral,negatif,0.395576490522099
​ @Ediwaelah-r6e iya kalo presiden nya abah atau genjer ya pasti mlempem dari kemaren ga ada kasus terbongkar wkwk,positif,0.3358507896834456,netral,netral,0.34435707955225836
" @inisialW00  percuma berandai andai, yg udah jalan dua periode aja jelas fakta",positif,0.3400891379726232,netral,positif,0.37168491472554943
"Bahaya malah purbaya, baru naik langsung mo by one ma kesayangan geng",positif,0.43625809435842805,netral,positif,0.4377343075478364
​ @roromera7685 jirrrrrrr percaya ma DUKUN😂😂,netral,0.341372286864313,netral,negatif,0.36126502265977234
HIDOP PURAYAaa,positif,0.4172297498259242,netral,positif,0.40267548519762897
​ @Serang775  Bro kata PeramaL Gumay THN 2037 klo g salah Indonesia perang sama Australia,positif,0.35511437802192175,netral,positif,0.34398850563486544
PERTAMINA LADANG KORUUUPPPP,netral,0.3518518518518519,netral,netral,0.3492647058823529
"Kalau ada barisan pengaman pribadi menkeu, saya siap. Kita kawal pak pur dimana pun berada",positif,0.541891516050281,negatif,positif,0.5993919852728843
​ @MantanbociL_epep-h5d lgi nganggur bang ya?,positif,0.3500828667075959,netral,negatif,0.34239183089582864
"Maaf ka, itu penulisan nama Tuhan Allah SWT pake huruf besar ya😊",positif,0.3978309900990456,netral,positif,0.38363444290688226
"​ @Pattinson1004 😅😅 g gtu bang, takut ny bnyk yg mau menjatuhkan beliao,",positif,0.347143129573639,netral,positif,0.3394553961286532
Iya..se7.org kaya Bahlil TDK bisa di Percaya...org nya suka kong kalingkong.,negatif,0.35488255094776444,positif,negatif,0.3760177769909581
Btw harta bahllil nyampe 300 miliar yg ketahuan,netral,0.35046707023407486,netral,positif,0.3455076600045189
Pecat si bahlil buat beban kakyat kebijakan nya,negatif,0.3559109067687713,netral,negatif,0.3515708919930058
​ @HadriannorNor kenapa waktu kerusuhan dia aman ya padahal jelas harta dia gak wajar dia ( Bahlil) mantan ojol yg jadi relawan projo,negatif,0.40861602742601977,negatif,negatif,0.4141753533391349
Lada Hitam Emang Pedas 😅,netral,0.3518518518518519,netral,netral,0.3492647058823529
Tinggal nunggu waktu atau giliran 😅,netral,0.3518518518518519,netral,netral,0.3492647058823529
"Cepat2 lah di ganti manusia bahlil ini,. merugikan se bangsa ini.",negatif,0.42585506839420784,netral,negatif,0.43448803410993353
sapa bilang bahlil itu manusia,negatif,0.35483276465094904,netral,negatif,0.364910069371635
Minta dinepalkan tuh goblin,netral,0.3518518518518519,netral,netral,0.3492647058823529
Grudukk aja mending biar mundur nih orang,negatif,0.38689130395151056,netral,positif,0.3470818974597657
​ @hasansugibit182  😂😂 eh bener juga mirip goblin ya kalau dilihat2 😂yang bisa,positif,0.43763266598514344,netral,positif,0.41697020111194005
Q lebih percaya Dan lebih cinta nabi solo sih😂,positif,0.43883491569984134,netral,positif,0.46267537632892936
Awokawok Sebel ya bisnisnya di usik😂😂😂😂,positif,0.36949155286627733,netral,positif,0.36146151430079826
"1 pertanyaan 
Bahlil apa jenis manusia ??",negatif,0.3707306686225885,netral,negatif,0.3811259091933222
"Indonesia mah kbnykan Mafia y 😭😭 sedihh Negara bnyk Mafia ... di Thailand pnya Persediaan kilang keren Gede klo Keadaan mendesak , atau Genting udh tenang, Indonesia nunggu import dulu , Pejabat Indonesia ga mikirin keadaan Negara kedepannya",positif,0.4429793492973435,positif,positif,0.4781861500086859
bahlil mirip kingkong,negatif,0.3901470876276364,netral,negatif,0.403895470295338
"​ @wayyoffyouyuo868  cuma 300m, yang nggak ketahuan pasti puluhan triliun",negatif,0.40772669764551905,negatif,negatif,0.3974632245408815
"Banyak yang bilang goblin bang
Bukan manusia",negatif,0.3903449052059593,netral,negatif,0.3913227063691268
emng bahlil itu manusia? baru tau saya,positif,0.38181838156760756,netral,positif,0.40984601742130733
Goblin emang gitu kelakuannya,netral,0.3518518518518519,netral,netral,0.3492647058823529
"Rame"" tegas resuffle bahlil",negatif,0.3901470876276364,netral,negatif,0.403895470295338
Goblin tambang BAHLULLL,netral,0.3518518518518519,netral,netral,0.3492647058823529
​ @wayyoffyouyuo868 itu tabungan kali,positif,0.34800251101978064,netral,positif,0.3420765913390281
"​ @Ylin2018 macam cabe rawit,,,kecil tpi pedas....",netral,0.3518518518518519,netral,netral,0.3492647058823529
Belilin rantai...iket di pohon pisang...aja.,positif,0.376067024075087,netral,positif,0.3762200722703978
"Sebaiknya dipecat saja orang orang pintar sudah tidak ada yang percaya tidak bisa dibodohi masih banyak orang orang pintar yang akan bekerja, harga dirinya derajatnya lebih tinggi tidak mempermalukan dirinya sendiri dan orang tuanya yang mendidik agar pintar",negatif,0.3667107887705309,negatif,negatif,0.37812323858339836
"​ @wayyoffyouyuo868 harus diusut tuntas seluruh rakyat tau gaji pekerja rakyat perbulannya berapa jika melebihi harus di usut, orang orang pintar tidak mudah dibodohi",positif,0.3747358565024682,negatif,positif,0.35947008609148084
muka ky goblin kelakuan ky goblin. Gila juga bisa gitu,positif,0.388724519269774,netral,negatif,0.3935090514852814
goblin bang gobblinnn itu bahlil goblin,positif,0.3385569076745921,netral,negatif,0.3468130922097411
Goblin m memang😂 anj,netral,0.36115948512334467,netral,netral,0.3655116537895166
Doktor yg gelarnya dicabut.,netral,0.33773730621396825,netral,negatif,0.34177467690218805
oknum mafia migas kok malah dijadikan menteri ESDM.. Gimana ini pak pres 😂,positif,0.37183600497937663,netral,positif,0.4201493975516048
Bikin gemess.,positif,0.4403772866762947,netral,positif,0.4257917151517333
Tapi kok bisa jadi menteri ya?,negatif,0.3884530314834715,netral,negatif,0.36392551501387055
"Heran saya ....
BAHLUL kok di jadiin MENTERI ...
MENTERI ESDM lagi ...
Yang Aneh PRESIDEN nya atau yang MENGUSULKAN nya ....
😂😂😂😂",netral,0.34248244187205473,netral,positif,0.3519870392267882
emang itu manusia😂😂,positif,0.34800251101978064,netral,positif,0.3420765913390281
NDASMU.... DIRUT PERTAMINA SELAMA INI DIKUASAI ALUMNI ITB ... ITB... ITB.....  TAPI GAK ADA GUNANYA !!!   GAK MAU BANGUN KILANG..... OOOOALAAAH ALUMNI ITB.....WUAHAHAHAHAAA,negatif,0.41721380367283595,negatif,negatif,0.37171712294778625
PAK ALOYSIUS.... BU NICKE... BU KAREN.... PAK ELIA MANIK... PAK BAIHAKI... ITU SEMUA ITB LHOOO    TAPI GAK BECUUUSSS..... HUAHAHAHAHAAA,positif,0.5884954116688219,negatif,positif,0.6274532254983021
Asal ngomong.. Pertamina isinya juga banyak ITB..  Intinya kalo gak impor gak ada cuannya...,netral,0.369234592329104,negatif,netral,0.36900973285011607
"jebolan yg gk ad kampusnya, sama seperti junjungan ny si presiden sbelum nya",netral,0.34399230555444554,netral,negatif,0.37155058590995904
"​ @mbahkemo inti nya d era sby pertamina untung, 

dan d era muldongo pertamina merugi dah gitu oplosan pula. 

d era prabowo pertamina ketauan oplosan, smoga pertamina tidak merugi",negatif,0.34297725241882177,negatif,netral,0.353987439257356
Bahli mantn supir angkot😂😂😂,netral,0.3518518518518519,netral,netral,0.3492647058823529
Itu Mentri mu ESDM.. kampus' nya ndak jelas 😅😅😅,positif,0.4150672790398136,netral,positif,0.4089430686290486
 @fadliramadhan682 Bru kluar dr semedi di hutan bro?,positif,0.4044300804273966,netral,positif,0.3973711905715377
"Kan dah S3 dari UI, ceunah",netral,0.38828752967178265,netral,netral,0.5178354707976953
Donggok,netral,0.3518518518518519,netral,netral,0.3492647058823529
Jebolan klo males ya mles aja klo dh di kipas2 dwit 😂😂😂 gtulah,netral,0.3755528761450482,netral,negatif,0.35473755988715927
"sini dek..maen k sini...di tempat saya ada BUMN Pabrik Baja, petingginya langganan dari ITB...rugi mulu jarang dapet untung katanya....d subsidi negara mulu...itu dari jaman gw kecil sampe gw punya anak 3 masih bgtu aja...skrg ada perusahaan baja korea satu area ama tuh ama BUMN, baru operasi dari 2014 kyknya profitnya bagus2 aja(blom pernah denger ada PHK masal), sbagus2nya Kampus.. sepintar2nya akademik orang, klo masuk Plat merah jadi goblokk..klo gak ikutan goblok minimal jadi introvert lha di kantornya, sok dah cek ke lapangan klo gak percaya🤣🤣",positif,0.3590956968664279,netral,netral,0.3531881720557879
Endonesa pinter dikit bakar kilang. Lulusan ptn pinter nilep,negatif,0.4357607959887763,netral,negatif,0.42081964621165063
"​ @jj-tc5if mustahil, gak keliatan kalu duduk di kursi pengemudi",netral,0.3704568104961959,negatif,positif,0.3363789434138025
"​ @jj-tc5if prajogo pangestu juga mantan supir angkot bang, wkwkwk",positif,0.36814146994603747,netral,negatif,0.36622329010553967
Apa urusannya dengan Alumni,netral,0.34590410371788927,netral,netral,0.3533341908199999
😅,netral,0.3518518518518519,netral,netral,0.3492647058823529
"klo ada apa"" sama pak menkeu, rakyat harus kompak.

 jgn terpengaruh sama org"" sana yg ingin menjatuhkan.",positif,0.4108414915670992,netral,positif,0.3622054878637773
Real gelap ini mah si hama ireng😂,negatif,0.39411150370372233,netral,negatif,0.38935831028286677
Bahlil kan memang gelap😅,negatif,0.3685564411799762,netral,netral,0.4008153858865838
​ @firman_mustaqim  gelap semuanya tu bahlil,negatif,0.37050618112135314,netral,negatif,0.3808930564154785
ya karena dpr pun ga suka pak purbaya berarti orang jujur banyak yg ingin menjatuhkan,positif,0.47819327383692484,positif,positif,0.4772044718557312
"Jangan kasih kendor sri mul, dia udah mencekik puluhan tahun. Pajakin lagi rumah nya",negatif,0.38821134444082717,netral,negatif,0.38942317840090485
Semua ada masanya..jngn langsung dibandingkan kerja 10 tahun dengan kerja yg masih 10 hari.,positif,0.38976309797930675,netral,netral,0.346712547704243
GELLLLAAPPPP😂 SEKKKKKKALLLLLLLIIIIIII😅,netral,0.3518518518518519,netral,netral,0.3492647058823529
Awal awal kalian demo 😂,netral,0.36115948512334467,netral,netral,0.3655116537895166
G rugi bayar pajak kalau dipakenya bener 🎉🎉🎉,positif,0.4060479483987249,netral,positif,0.3842137092826358
"Kalau menteri kalah, cair cair.. cair😂",netral,0.36158874067836183,netral,positif,0.35037466483822644
Dana kilang udah kita bagi-bagi belikan tas kresek😂😂❤❤,positif,0.35528252309823616,netral,positif,0.3758446456651152
Sengaja TDK dibangun agar import tetap jalan itu agar komisi dari import banyak,negatif,0.38870200348505746,netral,negatif,0.37800837135934223
Kue dah dibagi😂 dah jadi teek😂😂😂,negatif,0.38904092725377215,netral,netral,0.42182352483233343
gasss💣,netral,0.3734845817168121,netral,positif,0.41631345988129986
"Baiklah, nanti sore akan kmi tangkap🙇🏻🙇🏻🙇🏻",netral,0.3563822075403999,netral,negatif,0.36546421049087197
Betul!!!,positif,0.6281473708131234,netral,positif,0.622001985625428
"Ok, bahlil di nepalkan",netral,0.34194195359018303,netral,negatif,0.3696788345252807
NANTI SORE SAYA AKAN KE RUMAH BAHLIL Y ADIK2.SAYA KAN TANGKAP BAHLIL,netral,0.3634997553499156,netral,netral,0.36068008969958437
​ @deniardiansyah8142 si goblin hrus di Nepal kan,positif,0.3562218357821547,netral,netral,0.3826377392227568
Suruh pemadam aja yg tangkap 😂,positif,0.3566531218218614,netral,positif,0.3722433037086301
"Jangan sekarang blm balik modal, 
KPK Ngumpulin BB nya jg masih nanggung.",negatif,0.3732374887089242,netral,negatif,0.37551554990104397
Gila memang,netral,0.36115948512334467,netral,netral,0.3655116537895166
Di indonesia ini pejabat nya banyak yg maling,negatif,0.367472954668154,netral,negatif,0.36695182137318394
Betul...Ukraina saja secara logika mungkin keuangan negara nya sedang tdk baik baik saja karena terus terusan perang. Tapi mereka mampu membangun kembali kilang minyak mereka. Masa Indonesia tak mampu.,positif,0.35302185957823734,netral,positif,0.4043127340748407
Aidit Pertamina,netral,0.3518518518518519,netral,netral,0.3492647058823529
"Emangnya Pertamina punya keluarga lu apa, ayo pak Mentri Keuangan, kalau macam macam dipecatin ajalah",positif,0.46674454582530756,netral,positif,0.5296944995138855
Mentri baru pk prabowo. yang di sodorkan megawati  Purbaya emg cerdas bicaranya. Tpi belum kelihatan hasil nyata nya,positif,0.5468727790807505,netral,positif,0.5770910599327927
Wakakakakak.. Mr.omon omon mana berani sama goblin.. Kasus gas dll.. Diem aja😂😂😂😂,positif,0.3910535702825901,netral,positif,0.376832336511456
Kita dukung kebijakan kemenkeu yakin 👍 ada pejabat main main rakyat siap mengadili,positif,0.4820675081463573,netral,positif,0.4519332295145141
​@SumangsaUmang-s6kkok aidit? 😅,netral,0.3518518518518519,netral,netral,0.3492647058823529
"Bukannya Bahlil Mentri kepercayaan Prabowo 😂😂..
Soalnya masih di pertahankan dari zaman Jokowi sampe akrng..
Apa karena ini Mentri jago ngasilin duit",negatif,0.36083164657951045,netral,negatif,0.36758941368189285
Mentri yg kompten vs mentri ketum partai presiden tinggal.pilih..,positif,0.3935667733334403,netral,positif,0.3739944382863378
 @Rms0708  SElama ini DIRUT PERTAMINA NGAPAIN AJA ???? Bu Nicke.. Bu Karen... pak Cip... komisaris utama Ahok.....   NGAPAIN AJA ?????????,positif,0.4392552358450871,netral,positif,0.47414585224819816
Betul kebijakan keuangan anggaran masuk dan keluar di pegang oleh kemenkue jadi tidak ada yg berani dengan pak purbaya semua gerakan udah di pegang sama kemenkue,positif,0.7123237000560619,negatif,positif,0.7130896618121285
​@SumangsaUmang-s6kaudit kali ah😅😅😅,netral,0.3518518518518519,netral,netral,0.3492647058823529
​ @mbahkemo benci make otak. Fungsi Ahok mengawasi. Di panggil KPK pun dia sudah berikan apa saja yg dia tau.,negatif,0.3418114318997428,negatif,negatif,0.36150696355380657
Kenapa menkeu sekarang lebih greget drpd yg kemarin ya wkk,positif,0.4227787441237558,netral,positif,0.43531134391170445
"Lah justru bahlil mentri kesayangan prabowo, lolos resufle berkali-kali 🤭",negatif,0.3943234126008048,netral,negatif,0.39995343539465666
Pertamina PKI?​@SumangsaUmang-s6k,netral,0.3518518518518519,netral,netral,0.3492647058823529
​ @zainalabidin4961 Bahlil menteri prabowo laporannya ke mulyono. 😂😂😂,netral,0.3690829726310203,netral,positif,0.3453090794903091
